preco;endereco;metragem;quartos;vagas;banheiros;"
condomínio";"
IPTU";data
"
R$780.000
";Rua Maria Justina da Silva, Vila Santa Catarina;"
135m²";"
3";"
3";"
5";1;94;2021-07-20
"
R$245.000
";Rua Mateus de Siqueira, Patriarca;"
43m²";"
2";"
1";"
1";200;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
"
R$132.999
";Rua Abrahão Pinsky, Caguacu;"
40-43m²";"
2";"
1";"
1";;;2021-07-20
"
R$209.900
";Rua Aparecida, Jardim Santa Rosalia;"
45-59m²";"
2-3";;;;;2021-07-20
"
Sobconsulta
";Rua Argélia, Jardim das Flores;"
64m²";"
2-3";"
1-2";"
2";;;2021-07-20
"
R$1.124.000
";Rua Bandeira Paulista, Itaim Bibi;"
93m²";"
2";"
1";"
2";1.155;104;2021-07-20
"
R$2.363.000
";Rua Gabriele D'Annunzio, Campo Belo;"
220m²";"
4";"
4";"
6";2.200;1.000;2021-07-20
"
R$823.000
";Rua Alfredo Pujol, Santana;"
72m²";"
2";"
1";"
2";460;235;2021-07-20
"
R$500.000
";Avenida Raimundo Pereira de Magalhães, Jardim Íris;"
78m²";"
3";"
2";"
2";654;173;2021-07-20
"
R$175.000
";Avenida Professor João Batista Conti, Conjunto Residencial José Bonifácio;"
48m²";"
2";"
1";"
1";165;;2021-07-20
"
R$58.950
";Rua Professor José Caetano dos Santos Mascarenhas, Jardim Tietê;"
71m²";;;;;;2021-07-20
"
R$400.000
";Rua Henrique Sertório, Tatuapé;"
40m²";"
1";"
1";"
1";660;160;2021-07-20
"
R$275.000
";Rua Cabo Basílio Zequim Júnior, Parque Novo Mundo;"
50m²";"
2";"
1";"
1";400;;2021-07-20
"
R$500.000
";Barra Funda, São Paulo;"
64m²";"
2";"
2";"
2";460;70;2021-07-20
"
R$375.000
";Avenida Santo Amaro, Vila Nova Conceição;"
52m²";"
1";;"
2";450;55;2021-07-20
"
R$488.000
";Rua Nova dos Portugueses, Santana;"
52m²";"
2";"
1";"
2";387;142;2021-07-20
"
R$400.000
";Rua Osiris Magalhães de Almeida, Jardim Monte Kemel;"
54m²";"
2";"
2";"
1";800;80;2021-07-20
"
R$635.000
";Rua Orfanato, Vila Prudente;"
71m²";"
2";"
1";"
2";432;24;2021-07-20
"
R$850.000
";Rua Sansão Alves dos Santos, Cidade Monções;"
93m²";"
2";"
1";"
3";780;255;2021-07-20
"
R$695.000
";Rua Júlio Xavier Júnior, Vila Constança;"
190m²";"
3";"
5";"
3";;;2021-07-20
"
R$440.000
";Rua Capitão Sérvio Rodrigues Caldas, Vila Dom Pedro II;"
74m²";"
2";"
2";"
2";;;2021-07-20
"
R$800.000
";Rua Doutor José de Andrade Figueira, Vila Suzana;"
131m²";"
3";"
3";"
4";1.400;519;2021-07-20
"
R$350.000
";Rua César Vallejo, Real Parque;"
38m²";"
1";"
1";"
1";350;;2021-07-20
"
R$500.000
";Rua Henrique Felipe da Costa, Vila Guilherme;"
62m²";"
3";;"
3";420;120;2021-07-20
"
R$385.000
";Avenida Paulo Lincoln do Valle Pontin, Jaçanã;"
90m²";"
3";"
2";"
1";500;;2021-07-20
"
R$784.829
";Rua Gonçalves Ledo, Ipiranga;"
118m²";"
3";"
2";"
3";1.050;292;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
"
R$265.000
";Rua Benedito Antonio de Campos, Residencial Del Lorenzi;"
78m²";"
2";"
1";"
2";;;2021-07-20
"
R$330.000
";Avenida São Paulo, Alem Ponte;"
45m²";"
1-3";;"
1-2";;;2021-07-20
"
Sobconsulta
";Rua Angelo Ribeiro, Centro;"
29-45m²";"
1-2";"
1-2";"
1-3";;;2021-07-20
"
R$1.990.000
";Rua Itapicuru, Perdizes;"
148m²";"
3";"
3";"
5";2.070;843;2021-07-20
"
R$840.000
";Avenida Doutor Gentil de Moura, Ipiranga;"
95m²";"
3";"
2";"
2";769;101;2021-07-20
"
R$4.370.000
";Avenida Doutor Cardoso de Melo, Vila Olímpia;"
223m²";"
4";"
3";"
5";2.180;1.480;2021-07-20
"
R$1.160.000
";Rua Luiz dos Santos Cabral, Jardim Anália Franco;"
168m²";"
3";"
3";"
4";1.650;990;2021-07-20
"
R$980.000
";Rua Antônio Nadruz Dib, Chora Menino;"
256m²";"
3";"
4";"
4";;260;2021-07-20
"
R$650.000
";Rua Reginópolis, Vila Prudente;"
220m²";"
3";"
6";"
4";;1;2021-07-20
"
R$175.000
";Avenida Professor João Batista Conti, Conjunto Residencial José Bonifácio;"
48m²";"
2";"
1";"
1";165;;2021-07-20
"
R$58.950
";Rua Professor José Caetano dos Santos Mascarenhas, Jardim Tietê;"
71m²";;;;;;2021-07-20
"
R$400.000
";Rua Henrique Sertório, Tatuapé;"
40m²";"
1";"
1";"
1";660;160;2021-07-20
"
R$275.000
";Rua Cabo Basílio Zequim Júnior, Parque Novo Mundo;"
50m²";"
2";"
1";"
1";400;;2021-07-20
"
R$488.000
";Rua Nova dos Portugueses, Santana;"
52m²";"
2";"
1";"
2";387;142;2021-07-20
"
R$395.000
";Cambuci, São Paulo;"
60m²";"
2";"
1";"
1";580;;2021-07-20
"
R$440.000
";Rua Antônio Raiol, Jardim Regina;"
125m²";"
2";"
1";"
1";;;2021-07-20
"
R$627.660
";Vila Nova Mazzei, São Paulo;"
136m²";"
2";"
2";"
2";;;2021-07-20
"
R$195.000
";Rua Vidal Ramos, Cangaíba;"
56m²";"
2";"
1";"
1";360;36;2021-07-20
"
R$470.000
";Rua Hiléia Amazônica, Jardim Panorama Zona Leste;"
115m²";"
3";"
2";"
2";;;2021-07-20
"
R$240.000
";Rua Manoel Lopes da Cunha, Vila Mangalot;"
46m²";"
2";"
1";"
1";400;;2021-07-20
"
R$695.000
";Rua Júlio Xavier Júnior, Vila Constança;"
190m²";"
3";"
5";"
3";;;2021-07-20
"
R$440.000
";Rua Capitão Sérvio Rodrigues Caldas, Vila Dom Pedro II;"
74m²";"
2";"
2";"
2";;;2021-07-20
"
R$800.000
";Rua Doutor José de Andrade Figueira, Vila Suzana;"
131m²";"
3";"
3";"
4";1.400;519;2021-07-20
"
R$1.093.120
";Vila Anastácio, São Paulo;"
136m²";"
3";"
2";"
4";;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
"
R$199.000
";Rua Lourenço Collino, Presidente Altino;"
46-48m²";"
2";"
1";"
1";;;2021-07-20
"
R$199.000
";Rua Lourenço Collino, Presidente Altino;"
46-48m²";"
2";"
1";"
1";;;2021-07-20
"
R$435.000
";Rua Demercindo Alves da Silva, Jardim Goncalves;"
72m²";"
2-3";"
2";"
2";;;2021-07-20
"
R$640.000
";Rua Pedroso Alvarenga, Itaim Bibi;"
60m²";"
1";"
1";"
1";;;2021-07-20
"
R$920.000
";Rua Pereira Leite, Vila Madalena;"
76m²";"
2";"
2";"
3";1.030;360;2021-07-20
"
R$339.900
";Horto Florestal, São Paulo;"
67m²";"
3";"
1";"
1";456;;2021-07-20
"
R$439.000
";Saúde, São Paulo;"
50m²";"
2";"
1";"
1";550;90;2021-07-20
"
R$690.000
";Vila Brasílio Machado, São Paulo;"
110m²";"
3";"
2";"
2";;182;2021-07-20
"
R$380.000
";Rua Alexandre Levi, Cambuci;"
48m²";"
2";"
1";"
1";490;;2021-07-20
"
R$590.000
";Rua Atílio Piffer, Casa Verde;"
62m²";"
2";"
1";"
2";700;142;2021-07-20
"
R$1.190.000
";Rua Itagyba Santiago, Vila Mascote;"
133m²";"
3";"
2";"
3";;;2021-07-20
"
R$395.000
";Rua Alba, Jabaquara;"
57m²";"
2";"
1";"
1";400;;2021-07-20
"
R$800.000
";Rua Pretória, Vila Formosa;"
125m²";"
3";"
4";"
4";;;2021-07-20
"
R$730.000
";Cidade São Francisco, São Paulo;"
105m²";"
3";"
2";"
3";700;;2021-07-20
"
R$744.680
";Avenida Engenheiro Thomaz Magalhães, Sítio da Figueira;"
110m²";"
3";"
2";"
3";530;35;2021-07-20
"
R$614.000
";Rua Eriberto Barros Cajazeiras, Vila Castelo;"
110m²";"
3";"
3";"
3";300;170;2021-07-20
"
R$297.000
";Rua Intendência, Brás;"
32m²";"
1";"
1";"
1";211;;2021-07-20
"
R$280.000
";Penha, São Paulo;"
60m²";"
2";"
1";"
1";555;;2021-07-20
"
R$1.980.000
";Rua Giácomo Carettoni, Interlagos;"
600m²";"
4";"
5";"
4";;;2021-07-20
"
R$635.000
";Rua Dom Constantino Barradas, Saúde;"
72m²";"
2";"
2";"
2";480;86;2021-07-20
"
R$699.000
";Rua Serra da Bocaina, Quarta Parada;"
70m²";"
2";"
2";"
2";590;190;2021-07-20
"
R$480.000
";Rua Retiro, Tatuapé;"
68m²";"
3";"
1";"
2";;;2021-07-20
"
R$366.750
";Rua Giuseppe Anselmi, Americanópolis;"
10m²";;;;;;2021-07-20
"
R$340.000
";Vila Progresso, São Paulo;"
70m²";"
2";"
2";"
1";;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
"
R$646.000
";Rua Belmira Loureiro de Almeida, Jardim Piratininga;"
130m²";"
3";"
2";"
3";;;2021-07-20
"
Sobconsulta
";Rua Adolpho Bozzi, Vila Osasco;"
96m²";"
2-3";"
2-4";"
3-4";;;2021-07-20
"
R$679.900
";Rua Adolpho Bozzi, Vila Osasco;"
75-153m²";"
4";"
2";"
4";;;2021-07-20
"
R$540.000
";Rua Cerro Corá, Vila Romana;"
71m²";"
3";"
1";"
2";920;1.700;2021-07-20
"
R$1.600.000
";Rua Ametista, Aclimação;"
226m²";"
3";"
2";"
5";;312;2021-07-20
"
R$2.200.000
";Rua Traipu, Pacaembu;"
274m²";"
4";"
3";"
5";3.546;1.555;2021-07-20
"
R$1.493.172
";Rua Joaquim Guarani, Brooklin;"
136m²";"
3";"
2";"
2";;;2021-07-20
"
R$552.127
";Rua do Manifesto, Ipiranga;"
78m²";"
3";"
1";"
3";606;500;2021-07-20
"
R$675.000
";Rua Nebraska, Brooklin;"
57m²";"
2";"
1";"
2";1.000;250;2021-07-20
"
R$750.000
";Avenida Thomas Edison, Parque Industrial Tomas Edson;"
69m²";"
2";"
1";"
2";480;113;2021-07-20
"
R$2.484.560
";Campo Belo, São Paulo;"
166m²";"
3";"
2";"
5";1.544;620;2021-07-20
"
R$2.400.000
";Campo Belo, São Paulo;"
166m²";"
3";"
2";"
5";1.540;610;2021-07-20
"
R$749.000
";Rua José Antônio Coelho, Vila Mariana;"
85m²";"
2";"
1";"
2";756;16;2021-07-20
"
R$510.000
";Rua Olívio D'Assunção Ferreira, Móoca;"
60m²";"
2";"
1";"
2";578;90;2021-07-20
"
R$280.000
";Rua do Córrego, Vila Carrão;"
45m²";"
2";"
1";"
1";;;2021-07-20
"
R$245.000
";Vila Inglesa, São Paulo;"
50m²";"
2";"
1";"
1";520;;2021-07-20
"
R$385.000
";Rua Coronel Francisco Inácio, Vila das Mercês;"
61m²";"
2";"
1";"
2";530;;2021-07-20
"
R$232.000
";Rua Floresto Bandecchi, Jaguaré;"
54m²";"
2";"
1";"
1";496;70;2021-07-20
"
R$385.000
";Jardim Maria Estela, São Paulo;"
65m²";"
3";"
1";"
2";470;110;2021-07-20
"
R$175.350
";Rua Edvard Carmilo, Butantã;"
40m²";"
2";;"
1";;;2021-07-20
"
R$680.000
";Rua Clarimundo Gonçalves, Campo Limpo;"
80m²";;"
2";"
2";;150;2021-07-20
"
R$360.000
";Vila Ré, São Paulo;"
75m²";"
2";"
1";"
3";;;2021-07-20
"
R$420.000
";Rua Sanches de Aguiar, Vila Oratório;"
90m²";"
2";"
2";"
3";;29;2021-07-20
"
R$650.000
";Rua Dom Pedro Silva, Vila Gumercindo;"
65m²";"
2";"
2";"
2";613;246;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
"
R$233.000
";Rua Erasmo Braga, Presidente Altino;"
38-41m²";"
2";"
1";"
1";;;2021-07-20
"
R$230.000
";Rua Franklin do Amaral, Vila Nova Cachoeirinha;"
41m²";"
2";"
1";"
1";;;2021-07-20
"
R$235.000
";Rua Franklin do Amaral, Vila Nova Cachoeirinha;"
41m²";"
2";"
1";"
1";;;2021-07-20
"
R$1.210.000
";Rua Correia de Lemos, Saúde;"
134m²";"
4";"
1";"
3";780;286;2021-07-20
"
R$3.850.000
";Rua Eleonora Cintra, Jardim Anália Franco;"
355m²";"
3";"
5";"
1";4.300;3.902;2021-07-20
"
R$680.000
";Avenida Cotovia, Moema;"
63m²";"
2";;"
2";1.250;334;2021-07-20
"
R$630.000
";Jardim Pinheiros, São Paulo;"
145m²";"
3";"
2";"
4";;120;2021-07-20
"
R$210.000
";Rua Maciel Viana, Parque Cruzeiro do Sul;"
55m²";"
2";"
1";"
1";;;2021-07-20
"
R$254.000
";Rua Barra de Guabiraba, Itaquera;"
57m²";"
2";;"
2";;;2021-07-20
"
R$371.000
";Rua Nicodemos Dutra Rosa, Jardim D Abril;"
131m²";"
2";"
2";"
1";;;2021-07-20
"
R$220.000
";Serra da Cantareira, São Paulo;"
1018m²";;;;500;541;2021-07-20
"
R$372.000
";Vila Antonieta, São Paulo;"
70m²";"
2";"
1";"
3";120;;2021-07-20
"
R$270.000
";Travessa Carlos Liviero, Vila Liviero;"
48m²";"
2";"
1";"
1";247;71;2021-07-20
"
R$1.455.100
";Vila Nova Conceição, São Paulo;"
59m²";"
2";"
1";"
1";;;2021-07-20
"
R$666.850
";Rua Amoipira, Jardim Marajoara;"
81m²";"
3";"
2";"
1";;;2021-07-20
"
R$550.000
";Rua Assungui, Saúde;"
61m²";"
2";"
1";"
2";400;120;2021-07-20
"
R$655.000
";Rua Nelson Gama de Oliveira, Vila Andrade;"
86m²";"
2";"
2";"
2";640;223;2021-07-20
"
R$510.000
";Imirim, São Paulo;"
82m²";"
3";"
3";"
3";1.067;;2021-07-20
"
R$388.000
";Avenida Raimundo Pereira de Magalhães, Pirituba;"
44m²";"
2";"
1";"
1";380;;2021-07-20
"
R$235.000
";Vila do Encontro, São Paulo;"
110m²";"
3";"
1";"
1";;;2021-07-20
"
R$1.500.000
";Ipiranga, São Paulo;"
115m²";"
3";"
2";"
3";980;450;2021-07-20
"
R$420.000
";Rua Coronel Francisco Inácio, Vila Moinho Velho;"
90m²";"
2";"
1";"
2";650;;2021-07-20
"
R$649.000
";Rua Hermann Teles Ribeiro, Vila Invernada;"
192m²";"
3";"
4";"
3";70;110;2021-07-20
"
R$318.000
";Vila Buarque, São Paulo;"
32m²";"
1";;"
1";254;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
"
R$230.000
";Rua Franklin do Amaral, Vila Pita;"
41m²";"
2";"
1";;;;2021-07-20
"
R$235.000
";Rua Franklin do Amaral, Vila Nova Cachoeirinha;"
41m²";"
2";"
1";;;;2021-07-20
"
R$171.900
";Rua José Peres Campelo, Piqueri;"
32m²";"
2";;"
1";;;2021-07-20
"
R$7.450.000
";Alameda Casa Branca, Jardim América;"
260m²";"
4";"
4";"
5";;;2021-07-20
"
R$269.000
";Bela Vista, São Paulo;"
45m²";"
1";;"
1";;53;2021-07-20
"
R$16.000.000
";Vila Nova Conceição, São Paulo;"
780m²";"
4";"
9";"
6";10.000;4.600;2021-07-20
"
R$1.200.000
";Avenida do Anastácio, Parque São Domingos;"
122m²";"
3";"
2";"
4";940;;2021-07-20
"
R$550.000
";Rua Maria Curupaiti, Santana;"
64m²";"
2";"
1";"
2";630;133;2021-07-20
"
R$600.000
";Vila Zelina, São Paulo;"
100m²";"
3";"
2";"
3";;;2021-07-20
"
R$220.000
";Rua Tibúrcio de Sousa, Itaim Paulista;"
43m²";"
2";"
1";"
1";;;2021-07-20
;;;;;;;;2021-07-20
"
R$446.999
";Avenida Chibarás, Moema;"
24m²";"
1";"
1";"
1";;;2021-07-20
"
R$840.000
";Chácara Belenzinho, São Paulo;"
165m²";"
3";"
4";"
3";;220;2021-07-20
"
R$645.000
";Avenida Pompéia, Pompeia;"
70m²";"
2";"
1";"
2";;;2021-07-20
"
R$520.000
";Rua German Burmeinster, Tucuruvi;"
100m²";"
3";"
2";"
3";;140;2021-07-20
"
R$217.000
";Rua Conselheiro Moreira de Barros, Lauzane Paulista;"
27m²";"
1";;"
1";;;2021-07-20
"
R$689.000
";Rua Desembargador Joaquim Bandeira de Mello, Conjunto Residencial Vista Verde;"
229m²";"
3";"
3";"
1";;;2021-07-20
"
R$460.000
";Rua Correggio, Morumbi;"
77m²";"
2";"
2";"
3";832;311;2021-07-20
"
R$1.240.000
";Rua Doutor Eduardo de Souza Aranha, Vila Nova Conceição;"
91m²";"
2";"
1";"
3";1.050;59;2021-07-20
"
R$335.000
";Rua Turiassu, Perdizes;"
35m²";"
1";"
1";"
1";800;230;2021-07-20
"
R$335.000
";Estrada de Itapecerica, Vila das Belezas;"
67m²";"
3";"
1";"
1";560;2;2021-07-20
"
R$380.000
";Rua Coronel Francisco Inácio, Sacomã;"
60m²";"
2";;"
2";560;;2021-07-20
"
R$310.000
";Rua José Santana, Vila Reis;"
66m²";"
2";"
2";"
1";;;2021-07-20
"
R$700.000
";Rua Eusébio da Silva, Parque Maria Domitila;"
170m²";"
3";"
2";"
2";;;2021-07-20
"
R$420.000
";Saúde, São Paulo;"
56m²";"
2";"
1";"
2";700;857;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
"
R$176.900
";Rua José Peres Campelo, Piqueri;"
32-33m²";"
2";;"
1";;;2021-07-20
"
R$229.000
";Rua José Gimenes Gomes, Vila Osasco;"
41-80m²";"
2-3";"
0-1";"
1-2";;;2021-07-20
"
R$415.000
";Avenida Domingos Odália Filho, Centro;"
60m²";"
2";"
1";"
1";;;2021-07-20
"
R$750.000
";Rua João Borba, Móoca;"
128m²";"
3";"
3";"
4";1.470;3.700.000;2021-07-20
"
R$480.000
";Vila Mazzei, São Paulo;"
110m²";"
3";"
3";"
2";;;2021-07-20
"
R$1.450.000
";Campo Belo, São Paulo;"
110m²";"
2";"
2";"
3";1.698;321;2021-07-20
"
R$340.000
";Rua Francisco Marson, Jardim Monte Kemel;"
50m²";"
2";"
1";"
1";490;20;2021-07-20
"
R$500.000
";Avenida João Peixoto Viegas, Jardim Consórcio;"
78m²";"
3";"
2";"
3";790;37;2021-07-20
"
R$335.000
";Estrada de Itapecerica, Vila das Belezas;"
67m²";"
3";"
1";"
1";560;2;2021-07-20
"
R$380.000
";Rua Coronel Francisco Inácio, Sacomã;"
60m²";"
2";;"
2";560;;2021-07-20
"
R$415.537
";Rua Rio Doce, Vila Gustavo;"
62m²";"
2";"
2";"
2";530;80;2021-07-20
"
R$580.000
";Rua da Mooca, Móoca;"
62m²";"
2";"
2";"
2";900;68;2021-07-20
"
R$310.000
";Rua Sitiantes, Freguesia do Ó;"
89m²";"
2";;"
2";;60;2021-07-20
"
R$655.000
";Parque Mandaqui, São Paulo;"
120m²";"
3";"
2";"
3";;;2021-07-20
"
R$286.200
";Rua Fernando Falcão, Móoca;"
55m²";"
2";;"
1";;;2021-07-20
"
R$280.000
";Freguesia do Ó, São Paulo;"
58m²";"
2";"
1";"
2";615;;2021-07-20
"
R$340.000
";Rua Alexandre Rapin, Sacomã;"
65m²";"
3";"
1";"
2";475;;2021-07-20
"
R$1.060.000
";Jardim Têxtil, São Paulo;"
280m²";"
3";"
2";"
4";;380;2021-07-20
"
R$186.643
";Rua Luís da Fonseca Galvão, Parque Maria Helena;"
26m²";"
1";;"
1";;;2021-07-20
"
R$276.000
";Rua Luís da Fonseca Galvão, Parque Maria Helena;"
51m²";"
2";"
1";"
1";628;;2021-07-20
"
R$570.000
";Rua Capote Valente, Pinheiros;"
45m²";"
1";"
1";"
1";930;1;2021-07-20
"
R$740.000
";Perdizes, São Paulo;"
105m²";"
3";;"
2";755;250;2021-07-20
"
R$389.000
";Rua João Simões de Souza, Parque Rebouças;"
68m²";"
3";"
1";"
2";600;173;2021-07-20
"
R$1.550.000
";Avenida Macuco, Moema;"
100m²";"
3";"
2";"
1";900;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
"
R$175.400
";Rua José Martinez Gabarron, Zona Leste;"
43-51m²";"
1-2";;"
1";;;2021-07-20
"
R$240.000
";Rua Abaíbas, Vila Palmeiras;"
40-47m²";"
2";"
0-1";"
1";;;2021-07-20
"
R$329.921
";Avenida Inajar de Souza, Limão;"
45-58m²";"
2-3";"
1";"
1-2";;;2021-07-20
"
R$889.000
";Rua Rubens Meireles, Barra Funda;"
93m²";"
2";"
2";"
3";700;270;2021-07-20
"
R$930.000
";Alameda Campinas, Jardins;"
72m²";"
2";"
1";"
1";1.900;;2021-07-20
"
R$1.100.000
";Avenida Jurucê, Moema;"
105m²";"
3";"
2";"
3";2.355;729;2021-07-20
"
R$600.000
";Rua Ministro Ferreira Alves, Perdizes;"
52m²";"
1";"
1";"
2";615;180;2021-07-20
"
R$900.000
";Rua Doutor Virgílio de Carvalho Pinto, Pinheiros;"
90m²";"
2";"
1";"
2";;;2021-07-20
"
R$900.000
";Rua Doutor Virgílio de Carvalho Pinto, Pinheiros;"
90m²";"
2";"
1";"
2";;;2021-07-20
"
R$532.000
";Rua Gaivota, Moema;"
41m²";"
1";"
1";"
2";610;27;2021-07-20
"
R$1.390.000
";Rua Doutor Natalino Righeto, Tucuruvi;"
233m²";"
3";"
4";"
4";;2.300;2021-07-20
"
R$365.000
";Rua Tenente Otávio Gomes, Aclimação;"
45m²";"
1";"
1";"
1";420;60;2021-07-20
"
R$200.000
";Rua Jacob Medeiros de Miranda, Jardim Umuarama;"
69m²";"
2";"
1";"
1";290;;2021-07-20
"
R$550.000
";Rua Professor Ciro Formicola, Parque São Rafael;"
110m²";"
3";"
10";"
2";;;2021-07-20
"
R$335.000
";Jardim Arize, São Paulo;"
63m²";"
3";"
1";"
1";450;;2021-07-20
"
R$610.000
";Avenida Aratãs, Moema;"
35m²";"
1";"
1";"
1";530;118;2021-07-20
"
R$318.000
";Rua Cipriano Barata, Ipiranga;"
48m²";"
2";"
1";"
1";510;59;2021-07-20
"
R$548.370
";Rua Marcílio Dias, Socorro;"
70m²";"
2";"
1";"
2";438;1.645;2021-07-20
"
R$520.000
";Rua Desembargador Olavo Ferreira Prado, Jardim Marajoara;"
75m²";"
3";"
2";"
2";790;54;2021-07-20
"
R$336.764
";Rua Henri Dunant, Santo Amaro;"
39m²";"
1";"
2";"
1";;;2021-07-20
"
R$570.000
";Rua Adelino de Almeida Castilho, Maranhão;"
68m²";"
2";"
1";"
2";550;;2021-07-20
"
R$727.000
";Rua Francisco Marcondes Vieira, Morumbi;"
102m²";"
3";"
2";"
4";899;230;2021-07-20
"
R$240.000
";Avenida Paranaguá, Vila Paranaguá;"
50m²";"
2";"
1";"
1";390;;2021-07-20
"
R$387.700
";Rua Padre João Gonçalves, Vila Madalena;"
27m²";"
1";;"
1";;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
"
Sobconsulta
";Avenida Hilário Pereira de Souza, Centro;"
67m²";"
2-3";"
1";"
1";;;2021-07-20
"
Sobconsulta
";Avenida Hilário Pereira de Souza, Centro;"
89-125m²";"
3-4";"
1-2";"
2-3";;;2021-07-20
"
Sobconsulta
";Avenida Hilário Pereira de Souza, Centro;"
116-170m²";"
3-4";"
2-3";"
1";;;2021-07-20
"
R$260.000
";Avenida Escola Politécnica, Rio Pequeno;"
47m²";"
2";"
1";"
1";480;;2021-07-20
"
R$551.999
";Avenida Mofarrej, Vila Leopoldina;"
62m²";"
2";"
1";"
2";428;;2021-07-20
"
R$251.569
";Santa Cecília, São Paulo;"
34m²";"
2";"
1";"
1";;;2021-07-20
"
R$380.000
";Rua José da Silva Ribeiro, Vila Andrade;"
56m²";"
2";"
1";"
1";380;90;2021-07-20
"
R$430.000
";Rua Acuruí, Vila Formosa;"
67m²";"
2";"
1";"
2";600;115;2021-07-20
"
R$630.000
";Rua Cônego José Norberto, Saúde;"
68m²";"
2";"
1";"
2";550;50;2021-07-20
"
R$240.000
";Avenida Paranaguá, Vila Paranaguá;"
50m²";"
2";"
1";"
1";390;;2021-07-20
"
R$467.000
";Avenida Nossa Senhora do Sabará, Vila Sofia;"
85m²";"
3";"
1";"
3";608;21;2021-07-20
"
R$770.000
";Rua Diana, Perdizes;"
57m²";"
2";"
2";"
2";800;200;2021-07-20
"
R$1.803.300
";Rua Gualaxo, Aclimação;"
127m²";"
4";"
2";"
4";;;2021-07-20
"
R$508.756
";Jardim Íris, São Paulo;"
63m²";"
3";"
1";"
2";;;2021-07-20
"
R$995.000
";Rua Francisco Polito, Vila Prudente;"
200m²";"
2";"
4";"
2";;;2021-07-20
"
R$680.000
";Avenida do Guacá, Lauzane Paulista;"
85m²";"
3";"
2";"
2";800;273;2021-07-20
"
R$250.000
";Rua Guido Bonici, Ermelino Matarazzo;"
50m²";"
2";"
1";"
1";;;2021-07-20
"
R$269.000
";Avenida Imirim, Imirim;"
37m²";"
2";;"
1";;;2021-07-20
"
R$660.000
";Rua Manuel Gaya, Vila Mazzei;"
113m²";"
3";"
2";"
4";;;2021-07-20
"
R$265.000
";Vila Maracanã, São Paulo;"
47m²";"
2";"
1";"
1";460;;2021-07-20
"
R$285.000
";Rua Porto Nacional, Brasilândia;"
49m²";"
2";"
1";"
1";315;;2021-07-20
"
R$264.610
";Rua Plácido Vieira, Santo Amaro;"
43m²";"
2";;"
1";;;2021-07-20
"
R$1.140.000
";Interlagos, São Paulo;"
300m²";"
3";"
2";"
6";;3.000;2021-07-20
"
R$204.000
";Rua Januário Zingaro, Jardim Paris;"
42m²";"
2";"
1";"
1";;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
;;;;;;;;2021-07-20
"
Sobconsulta
";Rua Balsa, Freguesia do Ó;"
86-122m²";"
2-3";"
1-2";"
2";;;2021-07-20
"
R$705.000
";Rua Lauriano Fernandes Júnior, Vila Leopoldina;"
69-147m²";"
2-4";"
1-2";"
1";;;2021-07-20
"
Sobconsulta
";Rua Lauriano Fernandes Júnior, Vila Leopoldina;"
69-115m²";"
2-4";"
1-2";"
1-3";;;2021-07-20
"
R$1.350.000
";Vila Mascote, São Paulo;"
190m²";"
2";"
2";"
3";1.450;6.480;2021-07-20
"
R$545.000
";Rua Doutor Miranda de Azevedo, Vila Romana;"
52m²";"
2";"
1";"
1";706;2.052;2021-07-20
"
R$550.000
";Rua Torres da Barra, Água Branca;"
58m²";"
2";"
1";"
2";462;150;2021-07-20
"
R$670.000
";Rua Adalberto Kemeny, Parque Industrial Tomas Edson;"
66m²";"
2";"
1";"
2";604;37;2021-07-20
"
R$1.180.000
";Rua Edson, Campo Belo;"
128m²";"
3";"
1";"
4";1.200;305;2021-07-20
"
R$850.000
";Avenida Escola Politécnica, Rio Pequeno;"
122m²";"
2";"
2";"
4";830;250;2021-07-20
"
R$470.000
";Rua Hiléia Amazônica, Jardim Panorama Zona Leste;"
125m²";"
3";"
2";"
2";;;2021-07-20
"
R$540.000
";Vila Guilherme, São Paulo;"
70m²";"
3";"
1";"
2";550;140;2021-07-20
"
R$535.000
";Rua Jaboticabal, Móoca;"
80m²";"
3";"
2";"
3";960;90;2021-07-20
"
R$585.000
";Rua Traituba, Saúde;"
84m²";"
2";"
1";"
2";680;;2021-07-20
"
R$280.000
";Rua Antônio Júlio dos Santos, Morumbi;"
45m²";"
1";"
1";"
1";346;79;2021-07-20
